component;action;target;objectid;contextid;contextlevel;contextinstanceid;userid;courseid;timecreated
mod_vpl;run;submission;104782;217402;70;97161;18310;1489;1554962643
mod_vpl;deleted;submission;104780;217402;70;97161;21595;1489;1554962650
mod_vpl;uploaded;submission;104783;217402;70;97161;21595;1489;1554962650
mod_vpl;run;submission;104783;217402;70;97161;21595;1489;1554962651
mod_vpl;uploaded;submission;104784;217402;70;97161;21596;1489;1554962652
mod_vpl;evaluated;submission;104784;217402;70;97161;21596;1489;1554962653
mod_vpl;run;submission;104782;217402;70;97161;18310;1489;1554962659
mod_vpl;deleted;submission;104784;217402;70;97161;21596;1489;1554962664
mod_vpl;uploaded;submission;104785;217402;70;97161;21596;1489;1554962664
mod_vpl;evaluated;submission;104785;217402;70;97161;21596;1489;1554962665
mod_resource;viewed;course_module;33291;217395;70;97154;21631;1489;1554962668
mod_vpl;edited;submission;104769;217402;70;97161;14578;1489;1554962674
mod_vpl;uploaded;submission;104786;217402;70;97161;21314;1489;1554962676
mod_vpl;evaluated;submission;104786;217402;70;97161;21314;1489;1554962676
mod_vpl;uploaded;submission;104787;217402;70;97161;21596;1489;1554962743
mod_vpl;evaluated;submission;104787;217402;70;97161;21596;1489;1554962743
mod_vpl;uploaded;submission;104787;217402;70;97161;21596;1489;1554962759
mod_vpl;evaluated;submission;104787;217402;70;97161;21596;1489;1554962760
mod_vpl;uploaded;submission;104788;217402;70;97161;14578;1489;1554962827
mod_vpl;uploaded;submission;104789;217402;70;97161;21314;1489;1554962844
mod_vpl;uploaded;submission;104790;217402;70;97161;21266;1489;1554962847
mod_vpl;evaluated;submission;104789;217402;70;97161;21314;1489;1554962848
mod_vpl;run;submission;104790;217402;70;97161;21266;1489;1554962859
mod_vpl;uploaded;submission;104791;217402;70;97161;14578;1489;1554962984
mod_vpl;uploaded;submission;104792;217402;70;97161;21314;1489;1554962986
mod_vpl;uploaded;submission;104793;217402;70;97161;18310;1489;1554963006
mod_vpl;uploaded;submission;104794;217402;70;97161;21631;1489;1554963030
mod_vpl;run;submission;104794;217402;70;97161;21631;1489;1554963031
mod_vpl;uploaded;submission;104795;217402;70;97161;21631;1489;1554963043
mod_vpl;run;submission;104795;217402;70;97161;21631;1489;1554963044
mod_vpl;uploaded;submission;104796;217402;70;97161;21314;1489;1554963075
mod_vpl;uploaded;submission;104797;217402;70;97161;19857;1489;1554963114
mod_vpl;run;submission;104797;217402;70;97161;19857;1489;1554963119
mod_vpl;uploaded;submission;104798;217402;70;97161;19857;1489;1554963129
mod_vpl;deleted;submission;104798;217402;70;97161;19857;1489;1554963136
mod_vpl;uploaded;submission;104799;217402;70;97161;19857;1489;1554963136
mod_vpl;uploaded;submission;104800;217402;70;97161;21631;1489;1554963138
mod_vpl;evaluated;submission;104800;217402;70;97161;21631;1489;1554963139
mod_vpl;deleted;submission;104799;217402;70;97161;19857;1489;1554963156
mod_vpl;uploaded;submission;104801;217402;70;97161;19857;1489;1554963156
mod_vpl;uploaded;submission;104802;217402;70;97161;21314;1489;1554963171
mod_vpl;evaluated;submission;104802;217402;70;97161;21314;1489;1554963172
mod_vpl;uploaded;submission;104803;217402;70;97161;21266;1489;1554963186
mod_vpl;run;submission;104803;217402;70;97161;21266;1489;1554963188
mod_vpl;uploaded;submission;104804;217402;70;97161;19857;1489;1554963190
mod_vpl;uploaded;submission;104805;217402;70;97161;21595;1489;1554963190
mod_vpl;run;submission;104805;217402;70;97161;21595;1489;1554963191
